instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
ADR KLM-2137,COLCAP,2024-10,Intereses,0.0306,0.0327,0.0805,0.0712,0.0463,0.0261,0.0139,0.0493,0.0917,0.0361,0.1036,0.3680,99384,false
REIT KLM-2138,BVLIMA,2024-11,Capital,0.0385,0.0456,0.0543,0.0474,0.0792,0.0788,0.0764,0.0951,0.1086,0.0448,0.0698,0.2115,88437,false
Fondo Indexado KLM-2139,MILA,2024-12,Mixto,0.0769,0.0265,0.0110,0.0527,0.0750,0.0635,0.0467,0.0184,0.0580,0.1144,0.0333,0.3736,159344,true
Acción NOP-2140,BVC,2024-Q1,Renta Fija,0.0047,0.0075,0.0550,0.0627,0.0142,0.0357,0.0843,0.0242,0.0517,0.0211,0.0584,0.5305,32196,false
Bono Corporativo NOP-2141,COLCAP,2024-Q2,Renta Variable,0.0380,0.0756,0.0220,0.0761,0.0123,0.0003,0.0772,0.1138,0.0968,0.1206,0.0564,0.2609,150111,false
ETF NOP-2142,BVLIMA,2024-Q3,Derivados,0.0307,0.0151,0.0446,0.0743,0.0633,0.0876,0.0479,0.1076,0.1001,0.0686,0.0700,0.2402,64995,true
Fondo Mutuo NOP-2143,MILA,2024-Q4,Estructurado,0.0511,0.0127,0.0573,0.0630,0.0013,0.1060,0.0408,0.0066,0.0952,0.0597,0.0626,0.3937,126234,false
Bono Gobierno NOP-2144,BVC,2023-Q1,Dividendos,0.0740,0.0767,0.0106,0.0053,0.0069,0.0234,0.0868,0.0618,0.0493,0.0847,0.0255,0.4450,93119,false
Acción Preferente NOP-2145,COLCAP,2023-Q2,Intereses,0.0789,0.0040,0.0452,0.0229,0.0477,0.0698,0.1016,0.0196,0.0073,0.1471,0.1208,0.2851,96421,true
Warrant NOP-2146,BVLIMA,2023-Q3,Capital,0.0756,0.0659,0.0169,0.0057,0.0978,0.0502,0.0428,0.0438,0.0795,0.0073,0.0740,0.3905,97227,false
ADR NOP-2147,MILA,2023-Q4,Mixto,0.0154,0.0533,0.0083,0.0817,0.0456,0.0759,0.0988,0.0081,0.1155,0.1088,0.0286,0.3100,167375,false
REIT NOP-2148,BVC,2024-01,Renta Fija,0.0005,0.0550,0.0504,0.0666,0.0589,0.0525,0.0600,0.0985,0.0287,0.0802,0.0989,0.2998,194630,true
Fondo Indexado NOP-2149,COLCAP,2024-02,Renta Variable,0.0555,0.0035,0.0715,0.0014,0.0028,0.0474,0.0802,0.0105,0.0092,0.0491,0.0526,0.5663,133643,false
Acción QRS-2150,BVLIMA,2024-03,Derivados,0.0741,0.0195,0.0399,0.0659,0.0842,0.0413,0.0554,0.0445,0.1141,0.1338,0.0270,0.2503,187315,false
Bono Corporativo QRS-2151,MILA,2024-04,Estructurado,0.0085,0.0244,0.0195,0.0778,0.0981,0.0155,0.0522,0.0591,0.0700,0.0511,0.0102,0.4636,172991,true
ETF QRS-2152,BVC,2024-05,Dividendos,0.0200,0.0179,0.0037,0.0629,0.0651,0.0104,0.0584,0.0405,0.0392,0.0114,0.1330,0.4875,87881,false
Fondo Mutuo QRS-2153,COLCAP,2024-06,Intereses,0.0139,0.0708,0.0093,0.0521,0.0687,0.0386,0.0469,0.0448,0.0810,0.0527,0.0587,0.4125,45589,false
Bono Gobierno QRS-2154,BVLIMA,2024-07,Capital,0.0019,0.0681,0.0002,0.0037,0.0729,0.0237,0.0745,0.0099,0.0871,0.0492,0.0116,0.5472,197022,true
Acción Preferente QRS-2155,MILA,2024-08,Mixto,0.0270,0.0620,0.0488,0.0809,0.0402,0.0080,0.0198,0.0318,0.0715,0.0133,0.0455,0.5012,50267,false
Warrant QRS-2156,BVC,2024-09,Renta Fija,0.0127,0.0329,0.0360,0.0677,0.0992,0.0262,0.0500,0.1072,0.0393,0.1273,0.0512,0.3003,72171,false
ADR QRS-2157,COLCAP,2024-10,Renta Variable,0.0752,0.0124,0.0050,0.0819,0.0830,0.0481,0.0262,0.0186,0.0476,0.1014,0.0757,0.3749,119284,true
REIT QRS-2158,BVLIMA,2024-11,Derivados,0.0092,0.0280,0.0529,0.0511,0.0053,0.0893,0.0611,0.0982,0.0348,0.0064,0.0240,0.4897,113348,false
Fondo Indexado QRS-2159,MILA,2024-12,Estructurado,0.0756,0.0545,0.0646,0.0596,0.0343,0.0527,0.0843,0.0076,0.0967,0.1376,0.0799,0.2026,72103,false
Acción TUV-2160,BVC,2024-Q1,Dividendos,0.0265,0.0769,0.0112,0.0609,0.0683,0.0155,0.0211,0.0373,0.0995,0.0285,0.0844,0.4199,51826,true
Bono Corporativo TUV-2161,COLCAP,2024-Q2,Intereses,0.0377,0.0447,0.0203,0.0646,0.0154,0.1006,0.0931,0.0988,0.0257,0.0846,0.0821,0.2824,67053,false
ETF TUV-2162,BVLIMA,2024-Q3,Capital,0.0003,0.0817,0.0026,0.0093,0.0797,0.0769,0.0623,0.0948,0.0539,0.0329,0.0644,0.3912,196067,false
Fondo Mutuo TUV-2163,MILA,2024-Q4,Mixto,0.0746,0.0186,0.0499,0.0578,0.0292,0.0447,0.0835,0.0922,0.0425,0.0325,0.0856,0.3389,16033,true
Bono Gobierno TUV-2164,BVC,2023-Q1,Renta Fija,0.0142,0.0342,0.0710,0.0643,0.0105,0.0986,0.0461,0.0150,0.0869,0.0037,0.0977,0.4078,100045,false
Acción Preferente TUV-2165,COLCAP,2023-Q2,Renta Variable,0.0294,0.0432,0.0736,0.0080,0.0257,0.0864,0.0102,0.1074,0.1026,0.1478,0.1372,0.1785,81212,false
Warrant TUV-2166,BVLIMA,2023-Q3,Derivados,0.0373,0.0825,0.0336,0.0094,0.0098,0.0307,0.1061,0.1098,0.0595,0.0771,0.0049,0.3893,128364,true
ADR TUV-2167,MILA,2023-Q4,Estructurado,0.0484,0.0314,0.0718,0.0193,0.0274,0.0525,0.1024,0.0217,0.0265,0.0452,0.1432,0.3602,163679,false
REIT TUV-2168,BVC,2024-01,Dividendos,0.0405,0.0264,0.0096,0.0784,0.0723,0.0369,0.0416,0.0372,0.0169,0.0721,0.1081,0.4100,18543,false
Fondo Indexado TUV-2169,COLCAP,2024-02,Intereses,0.0055,0.0214,0.0483,0.0116,0.0760,0.0481,0.0890,0.1039,0.1253,0.0387,0.1114,0.2708,112011,true
Acción WXY-2170,BVLIMA,2024-03,Capital,0.0479,0.0245,0.0439,0.0061,0.0073,0.0198,0.0446,0.0766,0.0374,0.0291,0.0650,0.5478,199772,false
Bono Corporativo WXY-2171,MILA,2024-04,Mixto,0.0044,0.0114,0.0384,0.0256,0.1015,0.0630,0.1043,0.0540,0.0431,0.1377,0.0127,0.3539,140428,false
ETF WXY-2172,BVC,2024-05,Renta Fija,0.0196,0.0067,0.0769,0.0190,0.0281,0.0290,0.0637,0.0946,0.1362,0.0702,0.0509,0.3551,16612,true
Fondo Mutuo WXY-2173,COLCAP,2024-06,Renta Variable,0.0375,0.0326,0.0781,0.0679,0.0068,0.0682,0.0055,0.1071,0.1265,0.0601,0.1283,0.2314,121785,false
Bono Gobierno WXY-2174,BVLIMA,2024-07,Derivados,0.0514,0.0323,0.0267,0.0457,0.0485,0.0122,0.0790,0.0745,0.1023,0.1342,0.0574,0.2858,140551,false
Acción Preferente WXY-2175,MILA,2024-08,Estructurado,0.0065,0.0215,0.0205,0.0715,0.0290,0.0787,0.0432,0.1245,0.0655,0.0298,0.0338,0.4255,57943,true
Warrant WXY-2176,BVC,2024-09,Dividendos,0.0015,0.0592,0.0849,0.0200,0.0268,0.0127,0.0427,0.1328,0.0811,0.0183,0.0294,0.4406,44724,false
ADR WXY-2177,COLCAP,2024-10,Intereses,0.0581,0.0768,0.0344,0.0622,0.0306,0.0909,0.0437,0.0448,0.0557,0.1022,0.0537,0.2969,12186,false
REIT WXY-2178,BVLIMA,2024-11,Capital,0.0133,0.0555,0.0418,0.0103,0.0943,0.0516,0.0990,0.1133,0.0857,0.0311,0.0182,0.3359,100500,true
Fondo Indexado WXY-2179,MILA,2024-12,Mixto,0.0774,0.0634,0.0354,0.0815,0.0179,0.0753,0.0792,0.0616,0.0583,0.1117,0.0089,0.2794,11074,false
Acción ZAB-2180,BVC,2024-Q1,Renta Fija,0.0071,0.0154,0.0854,0.0282,0.0524,0.0070,0.0579,0.0896,0.1407,0.0948,0.1409,0.2306,16045,false
Bono Corporativo ZAB-2181,COLCAP,2024-Q2,Renta Variable,0.0253,0.0285,0.0047,0.0823,0.0656,0.0479,0.0261,0.0149,0.0011,0.0733,0.1017,0.4786,84325,true
ETF ZAB-2182,BVLIMA,2024-Q3,Derivados,0.0213,0.0101,0.0490,0.0071,0.0915,0.0683,0.1099,0.0532,0.0648,0.0909,0.0665,0.3174,123450,false
Fondo Mutuo ZAB-2183,MILA,2024-Q4,Estructurado,0.0621,0.0577,0.0514,0.0074,0.0821,0.0638,0.0023,0.1021,0.0445,0.0689,0.0890,0.3187,33045,false
Bono Gobierno ZAB-2184,BVC,2023-Q1,Dividendos,0.0008,0.0505,0.0189,0.0270,0.0649,0.0135,0.0466,0.0472,0.1241,0.1479,0.0062,0.4024,140065,true
Acción Preferente ZAB-2185,COLCAP,2023-Q2,Intereses,0.0523,0.0046,0.0632,0.0518,0.0026,0.1049,0.0554,0.1180,0.1072,0.1157,0.0567,0.2176,48186,false
Warrant ZAB-2186,BVLIMA,2023-Q3,Capital,0.0756,0.0453,0.0067,0.0534,0.0427,0.0423,0.1124,0.0187,0.0544,0.0670,0.0109,0.4206,130334,false
ADR ZAB-2187,MILA,2023-Q4,Mixto,0.0206,0.0572,0.0797,0.0376,0.0820,0.0095,0.0032,0.0741,0.1080,0.0212,0.0246,0.4323,171729,true
REIT ZAB-2188,BVC,2024-01,Renta Fija,0.0021,0.0063,0.0661,0.0864,0.0090,0.0911,0.0021,0.0601,0.1307,0.0334,0.0869,0.3758,197561,false
Fondo Indexado ZAB-2189,COLCAP,2024-02,Renta Variable,0.0432,0.0072,0.0743,0.0814,0.0482,0.0071,0.0435,0.0400,0.0357,0.1255,0.0533,0.3906,112663,false
Acción CDE-2190,BVLIMA,2024-03,Derivados,0.0644,0.0682,0.0467,0.0582,0.0243,0.0510,0.0824,0.0431,0.0173,0.0313,0.1429,0.3202,132617,true
Bono Corporativo CDE-2191,MILA,2024-04,Estructurado,0.0765,0.0769,0.0529,0.0574,0.0466,0.0823,0.0355,0.0732,0.0895,0.0010,0.0293,0.3289,164908,false
ETF CDE-2192,BVC,2024-05,Dividendos,0.0731,0.0093,0.0058,0.0377,0.0117,0.0817,0.0845,0.0465,0.0418,0.1225,0.0667,0.3687,70581,false
Fondo Mutuo CDE-2193,COLCAP,2024-06,Intereses,0.0533,0.0788,0.0529,0.0599,0.0652,0.0019,0.0715,0.0858,0.0817,0.1082,0.0565,0.2343,74700,true
Bono Gobierno CDE-2194,BVLIMA,2024-07,Capital,0.0139,0.0061,0.0115,0.0003,0.0246,0.0849,0.1065,0.0262,0.0214,0.0270,0.1360,0.4916,13248,false
Acción Preferente CDE-2195,MILA,2024-08,Mixto,0.0738,0.0518,0.0427,0.0330,0.0221,0.0813,0.0600,0.0963,0.0980,0.0245,0.0043,0.3622,19651,false
Warrant CDE-2196,BVC,2024-09,Renta Fija,0.0614,0.0603,0.0311,0.0155,0.0230,0.0296,0.0542,0.0728,0.0646,0.0307,0.0645,0.4423,84126,true
ADR CDE-2197,COLCAP,2024-10,Renta Variable,0.0070,0.0209,0.0101,0.0275,0.0431,0.0053,0.0642,0.1460,0.1384,0.1431,0.1300,0.2144,58470,false
REIT CDE-2198,BVLIMA,2024-11,Derivados,0.0506,0.0366,0.0574,0.0875,0.0629,0.0573,0.0188,0.0294,0.0959,0.0285,0.0301,0.3950,18348,false
Fondo Indexado CDE-2199,MILA,2024-12,Estructurado,0.0003,0.0364,0.0823,0.0339,0.0009,0.1088,0.0201,0.0297,0.0826,0.1322,0.0389,0.3839,11646,true
Acción ABC-2200,BVC,2024-Q1,Dividendos,0.0611,0.0704,0.0445,0.0768,0.0776,0.0585,0.0375,0.0432,0.0903,0.0632,0.0165,0.3104,172738,false
Bono Corporativo ABC-2201,COLCAP,2024-Q2,Intereses,0.0381,0.0138,0.0237,0.0570,0.0076,0.0308,0.0333,0.0084,0.0353,0.0472,0.0640,0.5908,121987,false
ETF ABC-2202,BVLIMA,2024-Q3,Capital,0.0126,0.0781,0.0362,0.0416,0.0526,0.1033,0.0505,0.0982,0.1072,0.0246,0.0937,0.2514,86927,true
Fondo Mutuo ABC-2203,MILA,2024-Q4,Mixto,0.0182,0.0545,0.0490,0.0241,0.0674,0.0096,0.0324,0.1209,0.0792,0.1171,0.0023,0.3753,61374,false
Bono Gobierno ABC-2204,BVC,2023-Q1,Renta Fija,0.0079,0.0063,0.0923,0.0235,0.0980,0.0428,0.0128,0.0349,0.1137,0.0221,0.1166,0.3791,46427,false
Acción Preferente ABC-2205,COLCAP,2023-Q2,Renta Variable,0.0243,0.0712,0.0757,0.0184,0.0576,0.0356,0.0217,0.0362,0.0662,0.1461,0.0766,0.3204,156019,true
Warrant ABC-2206,BVLIMA,2023-Q3,Derivados,0.0412,0.0003,0.0629,0.0326,0.0482,0.0617,0.0300,0.1233,0.0244,0.1123,0.0323,0.3808,25839,false
ADR ABC-2207,MILA,2023-Q4,Estructurado,0.0258,0.0608,0.0703,0.0253,0.0872,0.0798,0.0999,0.0244,0.0274,0.1459,0.0870,0.2162,101010,false
REIT ABC-2208,BVC,2024-01,Dividendos,0.0351,0.0268,0.0351,0.0083,0.0329,0.0780,0.0875,0.0263,0.0615,0.0983,0.0348,0.4254,76842,true
Fondo Indexado ABC-2209,COLCAP,2024-02,Intereses,0.0772,0.0014,0.0574,0.0610,0.0316,0.0479,0.0166,0.0107,0.1297,0.0226,0.0683,0.4256,91108,false
Acción XYZ-2210,BVLIMA,2024-03,Capital,0.0204,0.0707,0.0726,0.0571,0.0626,0.0931,0.0513,0.0067,0.1207,0.1003,0.1324,0.1621,187820,false
Bono Corporativo XYZ-2211,MILA,2024-04,Mixto,0.0243,0.0405,0.0171,0.0763,0.0097,0.0494,0.0902,0.0907,0.0085,0.1235,0.1278,0.2920,136941,true
ETF XYZ-2212,BVC,2024-05,Renta Fija,0.0102,0.0346,0.0451,0.0221,0.0831,0.0347,0.0824,0.0820,0.0938,0.0329,0.1260,0.3031,190523,false
Fondo Mutuo XYZ-2213,COLCAP,2024-06,Renta Variable,0.0234,0.0649,0.0433,0.0670,0.0181,0.0189,0.0978,0.0106,0.0151,0.1312,0.1364,0.3233,137608,false
Bono Gobierno XYZ-2214,BVLIMA,2024-07,Derivados,0.0356,0.0619,0.0164,0.0216,0.0544,0.0594,0.0323,0.0374,0.0100,0.0917,0.0501,0.4792,25784,true
Acción Preferente XYZ-2215,MILA,2024-08,Estructurado,0.0637,0.0251,0.0500,0.0407,0.0930,0.0264,0.0496,0.1033,0.0187,0.1206,0.1305,0.2284,121640,false
Warrant XYZ-2216,BVC,2024-09,Dividendos,0.0481,0.0342,0.0445,0.0608,0.0131,0.1040,0.0914,0.0496,0.0673,0.0670,0.0844,0.2856,45491,false
ADR XYZ-2217,COLCAP,2024-10,Intereses,0.0581,0.0489,0.0433,0.0441,0.0064,0.1007,0.0861,0.0378,0.0888,0.0032,0.1174,0.3152,129145,true
REIT XYZ-2218,BVLIMA,2024-11,Capital,0.0580,0.0271,0.0141,0.0672,0.0808,0.0139,0.0572,0.0413,0.1283,0.0585,0.0624,0.3412,144890,false
Fondo Indexado XYZ-2219,MILA,2024-12,Mixto,0.0042,0.0219,0.0882,0.0765,0.0743,0.0198,0.0364,0.0529,0.0551,0.0194,0.0781,0.4232,154936,false
Acción DEF-2220,BVC,2024-Q1,Renta Fija,0.0469,0.0315,0.0408,0.0529,0.0759,0.0020,0.0001,0.0793,0.1460,0.0262,0.1004,0.3480,18998,true
Bono Corporativo DEF-2221,COLCAP,2024-Q2,Renta Variable,0.0011,0.0216,0.0377,0.0849,0.0846,0.0415,0.0891,0.0180,0.0530,0.1248,0.0946,0.2991,188861,false
ETF DEF-2222,BVLIMA,2024-Q3,Derivados,0.0734,0.0538,0.0115,0.0402,0.0273,0.0824,0.0821,0.0654,0.0533,0.0733,0.0517,0.3356,112925,false
Fondo Mutuo DEF-2223,MILA,2024-Q4,Estructurado,0.0481,0.0260,0.0312,0.0805,0.0049,0.0924,0.0739,0.0950,0.1148,0.0289,0.0708,0.2835,120008,true
Bono Gobierno DEF-2224,BVC,2023-Q1,Dividendos,0.0367,0.0009,0.0675,0.0091,0.0121,0.0372,0.0069,0.0429,0.1157,0.0620,0.0759,0.4831,152613,false
Acción Preferente DEF-2225,COLCAP,2023-Q2,Intereses,0.0112,0.0131,0.0371,0.0729,0.0737,0.0285,0.0770,0.0628,0.1252,0.0693,0.1397,0.2395,164488,false
Warrant DEF-2226,BVLIMA,2023-Q3,Capital,0.0125,0.0596,0.0169,0.0049,0.0143,0.0931,0.0052,0.0542,0.1138,0.0212,0.1044,0.4499,43175,true
ADR DEF-2227,MILA,2023-Q4,Mixto,0.0542,0.0613,0.0539,0.0408,0.0545,0.0240,0.0765,0.1056,0.0674,0.0144,0.0759,0.3215,164818,false
REIT DEF-2228,BVC,2024-01,Renta Fija,0.0322,0.0279,0.0058,0.0652,0.0783,0.0632,0.0361,0.0822,0.0244,0.0281,0.0455,0.4611,74756,false
Fondo Indexado DEF-2229,COLCAP,2024-02,Renta Variable,0.0122,0.0489,0.0064,0.0194,0.0581,0.0515,0.0492,0.0236,0.0074,0.0515,0.0717,0.5501,74284,true
Acción GHI-2230,BVLIMA,2024-03,Derivados,0.0766,0.0642,0.0221,0.0567,0.0273,0.0507,0.0715,0.0320,0.0432,0.0184,0.0445,0.4428,80472,false
Bono Corporativo GHI-2231,MILA,2024-04,Estructurado,0.0364,0.0772,0.0578,0.0152,0.0268,0.0463,0.0310,0.0811,0.0540,0.0300,0.0885,0.4057,120452,false
ETF GHI-2232,BVC,2024-05,Dividendos,0.0162,0.0017,0.0229,0.0604,0.0962,0.0359,0.0011,0.1021,0.0144,0.0459,0.1390,0.4142,170505,true
Fondo Mutuo GHI-2233,COLCAP,2024-06,Intereses,0.0015,0.0646,0.0218,0.0334,0.0718,0.0161,0.0671,0.0502,0.0200,0.1292,0.1247,0.3496,25290,false
Bono Gobierno GHI-2234,BVLIMA,2024-07,Capital,0.0728,0.0456,0.0752,0.0300,0.0020,0.0915,0.0228,0.0273,0.1240,0.0085,0.0673,0.3830,143119,false
Acción Preferente GHI-2235,MILA,2024-08,Mixto,0.0450,0.0360,0.0108,0.0555,0.0184,0.0548,0.0825,0.0819,0.0292,0.0332,0.0833,0.4194,185905,true
Warrant GHI-2236,BVC,2024-09,Renta Fija,0.0485,0.0120,0.0816,0.0304,0.0664,0.0022,0.1117,0.0947,0.0198,0.1066,0.0716,0.3045,101920,false
ADR GHI-2237,COLCAP,2024-10,Renta Variable,0.0680,0.0165,0.0097,0.0073,0.0914,0.0252,0.0674,0.0457,0.1327,0.0381,0.0141,0.4339,43323,false
REIT GHI-2238,BVLIMA,2024-11,Derivados,0.0760,0.0230,0.0749,0.0018,0.0131,0.0525,0.0701,0.0328,0.0714,0.1370,0.0269,0.3705,110606,true
Fondo Indexado GHI-2239,MILA,2024-12,Estructurado,0.0096,0.0414,0.0013,0.0593,0.0413,0.0699,0.0322,0.0352,0.0182,0.1144,0.0355,0.4917,31308,false
Acción JKL-2240,BVC,2024-Q1,Dividendos,0.0691,0.0478,0.0126,0.0518,0.0352,0.0859,0.0374,0.0175,0.1339,0.0021,0.0528,0.4039,10527,false
Bono Corporativo JKL-2241,COLCAP,2024-Q2,Intereses,0.0218,0.0227,0.0564,0.0179,0.0128,0.0166,0.0307,0.0001,0.1469,0.0780,0.1408,0.4053,73886,true
ETF JKL-2242,BVLIMA,2024-Q3,Capital,0.0289,0.0395,0.0713,0.0507,0.0215,0.0134,0.1118,0.0899,0.0321,0.1417,0.1041,0.2451,144173,false
Fondo Mutuo JKL-2243,MILA,2024-Q4,Mixto,0.0297,0.0196,0.0737,0.0868,0.0803,0.0277,0.0403,0.0604,0.0360,0.1406,0.0308,0.3241,32127,false
Bono Gobierno JKL-2244,BVC,2023-Q1,Renta Fija,0.0631,0.0251,0.0278,0.0060,0.0765,0.0653,0.0309,0.0791,0.1116,0.0203,0.0047,0.4396,197840,true
Acción Preferente JKL-2245,COLCAP,2023-Q2,Renta Variable,0.0097,0.0105,0.0663,0.0587,0.0174,0.0961,0.0665,0.0166,0.0903,0.0466,0.0609,0.4104,34660,false
Warrant JKL-2246,BVLIMA,2023-Q3,Derivados,0.0167,0.0792,0.0682,0.0552,0.0417,0.0657,0.0984,0.0270,0.0673,0.0896,0.1462,0.1948,190963,false
ADR JKL-2247,MILA,2023-Q4,Estructurado,0.0090,0.0038,0.0285,0.0095,0.0249,0.0761,0.0937,0.0385,0.1255,0.0066,0.0649,0.4690,160450,true
REIT JKL-2248,BVC,2024-01,Dividendos,0.0137,0.0838,0.0845,0.0688,0.0829,0.0786,0.0368,0.0007,0.0909,0.0032,0.0964,0.3097,84038,false
Fondo Indexado JKL-2249,COLCAP,2024-02,Intereses,0.0760,0.0379,0.0643,0.0122,0.0554,0.0853,0.0484,0.0231,0.0070,0.0248,0.0581,0.4575,17178,false
Acción MNO-2250,BVLIMA,2024-03,Capital,0.0209,0.0269,0.0761,0.0640,0.0217,0.0758,0.0164,0.1268,0.1093,0.1201,0.1124,0.1796,35290,true
Bono Corporativo MNO-2251,MILA,2024-04,Mixto,0.0195,0.0108,0.0518,0.0086,0.0306,0.0707,0.0653,0.0605,0.0423,0.0447,0.0706,0.4746,122901,false
ETF MNO-2252,BVC,2024-05,Renta Fija,0.0784,0.0168,0.0786,0.0128,0.0355,0.0829,0.1074,0.0141,0.0826,0.0653,0.0203,0.3553,10167,false
Fondo Mutuo MNO-2253,COLCAP,2024-06,Renta Variable,0.0561,0.0661,0.0264,0.0032,0.0541,0.0664,0.0101,0.1313,0.0180,0.1234,0.1132,0.2817,141052,true
Bono Gobierno MNO-2254,BVLIMA,2024-07,Derivados,0.0659,0.0728,0.0771,0.0465,0.0491,0.0142,0.0649,0.0144,0.1325,0.0268,0.0936,0.2922,32051,false
Acción Preferente MNO-2255,MILA,2024-08,Estructurado,0.0537,0.0611,0.0711,0.0325,0.0406,0.0753,0.0111,0.0588,0.0244,0.1392,0.0861,0.2961,26377,false
Warrant MNO-2256,BVC,2024-09,Dividendos,0.0505,0.0708,0.0605,0.0607,0.0616,0.0650,0.0606,0.0670,0.0957,0.0166,0.1478,0.1932,85485,true
ADR MNO-2257,COLCAP,2024-10,Intereses,0.0583,0.0468,0.0289,0.0645,0.0648,0.0234,0.0689,0.0526,0.0141,0.0869,0.1484,0.2924,100794,false
REIT MNO-2258,BVLIMA,2024-11,Capital,0.0772,0.0575,0.0506,0.0314,0.0167,0.0098,0.0320,0.0832,0.1326,0.1350,0.1494,0.1746,168900,false
Fondo Indexado MNO-2259,MILA,2024-12,Mixto,0.0025,0.0601,0.0771,0.0719,0.0807,0.0324,0.0534,0.0948,0.0837,0.0650,0.0316,0.2968,99685,true
Acción PQR-2260,BVC,2024-Q1,Renta Fija,0.0317,0.0320,0.0342,0.0735,0.0838,0.0304,0.0340,0.0080,0.1265,0.1313,0.1038,0.2608,41893,false
Bono Corporativo PQR-2261,COLCAP,2024-Q2,Renta Variable,0.0045,0.0202,0.0170,0.0666,0.0352,0.0728,0.0173,0.0407,0.0585,0.1169,0.0299,0.4704,23851,false
ETF PQR-2262,BVLIMA,2024-Q3,Derivados,0.0711,0.0538,0.0394,0.0714,0.0158,0.0638,0.1057,0.0956,0.0850,0.0812,0.0508,0.2164,31706,true
Fondo Mutuo PQR-2263,MILA,2024-Q4,Estructurado,0.0752,0.0436,0.0118,0.0342,0.0630,0.1003,0.0375,0.0430,0.0862,0.0178,0.0373,0.4001,84790,false
Bono Gobierno PQR-2264,BVC,2023-Q1,Dividendos,0.0282,0.0139,0.0581,0.0893,0.0367,0.0650,0.1081,0.1052,0.1004,0.0059,0.0689,0.2703,31611,false
Acción Preferente PQR-2265,COLCAP,2023-Q2,Intereses,0.0157,0.0413,0.0071,0.0161,0.0311,0.0947,0.1047,0.0827,0.0940,0.0769,0.0151,0.3706,33886,true
Warrant PQR-2266,BVLIMA,2023-Q3,Capital,0.0298,0.0798,0.0539,0.0451,0.0353,0.0498,0.0944,0.0361,0.0435,0.0843,0.0628,0.3352,191128,false
ADR PQR-2267,MILA,2023-Q4,Mixto,0.0207,0.0330,0.0319,0.0331,0.0000,0.0576,0.0793,0.0336,0.0094,0.0367,0.0209,0.5938,85210,false
REIT PQR-2268,BVC,2024-01,Renta Fija,0.0473,0.0264,0.0028,0.0169,0.0184,0.0745,0.0775,0.1260,0.0849,0.0881,0.1111,0.2761,37609,true
Fondo Indexado PQR-2269,COLCAP,2024-02,Renta Variable,0.0183,0.0733,0.0838,0.0762,0.0166,0.0870,0.0046,0.0290,0.0023,0.0859,0.0268,0.4462,100737,false
Acción STU-2270,BVLIMA,2024-03,Derivados,0.0688,0.0551,0.0562,0.0082,0.0534,0.0136,0.0606,0.0411,0.0484,0.1452,0.1154,0.2840,53651,false
Bono Corporativo STU-2271,MILA,2024-04,Estructurado,0.0052,0.0597,0.0449,0.0555,0.0419,0.0340,0.0242,0.0378,0.0169,0.0912,0.1312,0.4075,140592,true
ETF STU-2272,BVC,2024-05,Dividendos,0.0040,0.0517,0.0679,0.0054,0.0878,0.0514,0.0513,0.0697,0.0194,0.0095,0.0679,0.4640,19983,false
Fondo Mutuo STU-2273,COLCAP,2024-06,Intereses,0.0270,0.0556,0.0260,0.0500,0.0814,0.0881,0.0127,0.1160,0.0279,0.0489,0.0677,0.3487,153093,false
Bono Gobierno STU-2274,BVLIMA,2024-07,Capital,0.0441,0.0755,0.0175,0.0274,0.0459,0.0315,0.0613,0.0133,0.1232,0.1223,0.0060,0.3820,131578,true
Acción Preferente STU-2275,MILA,2024-08,Mixto,0.0457,0.0244,0.0185,0.0410,0.0547,0.1039,0.0044,0.0090,0.0230,0.1336,0.0772,0.4146,35230,false
Warrant STU-2276,BVC,2024-09,Renta Fija,0.0668,0.0105,0.0667,0.0713,0.0720,0.0580,0.0364,0.0047,0.0108,0.1367,0.0511,0.3650,23415,false
ADR STU-2277,COLCAP,2024-10,Renta Variable,0.0166,0.0505,0.0073,0.0599,0.0251,0.0034,0.0614,0.0687,0.0875,0.1059,0.0695,0.3942,119009,true
REIT STU-2278,BVLIMA,2024-11,Derivados,0.0727,0.0067,0.0050,0.0395,0.0953,0.0900,0.0789,0.0336,0.0774,0.0552,0.0846,0.3111,57866,false
Fondo Indexado STU-2279,MILA,2024-12,Estructurado,0.0540,0.0814,0.0480,0.0719,0.0667,0.0401,0.0900,0.0367,0.0024,0.1421,0.0649,0.2518,25684,false
Acción VWX-2280,BVC,2024-Q1,Dividendos,0.0206,0.0613,0.0515,0.0678,0.0186,0.0334,0.0240,0.0500,0.1424,0.1123,0.1235,0.2446,137323,true
Bono Corporativo VWX-2281,COLCAP,2024-Q2,Intereses,0.0577,0.0145,0.0641,0.0510,0.0032,0.0924,0.0813,0.0198,0.1306,0.0430,0.0386,0.3538,99955,false
ETF VWX-2282,BVLIMA,2024-Q3,Capital,0.0398,0.0624,0.0241,0.0803,0.0621,0.0747,0.0885,0.0252,0.1202,0.0220,0.0622,0.2885,185646,false
Fondo Mutuo VWX-2283,MILA,2024-Q4,Mixto,0.0435,0.0683,0.0200,0.0002,0.0288,0.0243,0.0649,0.0326,0.0107,0.1350,0.0584,0.4633,158246,true
